Book,Concordance,Spell,Number of Records,Position,sort-order
5: OotP,", said george, and before umbridge could say a word, they raised their wands and said together, accio brooms! Harry heard a loud crash somewhere in the distance, looking to his left he ducked just",accio,1,777025,777025
5: OotP,", said sirius encouragingly, come on, let’s all … let’s all have a drink while we’re waiting, accio butterbeer! he raised his wand as he spoke and half a dozen bottles came flying toward them out",accio,1,707572,707572
5: OotP,"anger now, you’ve got it, potter, and you will give it to me — accio prophecy! accio prophecy! Harry laughed again because he knew it would incense her, the pain building in his head",accio,1,824997,824997
5: OotP,"but ron had already pointed his wand at the tank, honest, Harry, they’re brains — look — accio brain! the scene seemed momentarily frozen, Harry, ginny, and neville and each of the death",accio,1,819980,819980
5: OotP,"Harry pointed his wand at the bullfrog that had been hopping hopefully toward the other side of the table — accio! — and it zoomed gloomily back into his hand, charms was always one of the best lessons",accio,1,671784,671784
5: OotP,"home, will you? the words were hardly out of his mouth when the female death eater shrieked, accio proph — Harry was just ready for her, he shouted protego! before she had finished her spell",accio,1,814735,814735
5: OotP,"legs, but the shield charm had stopped the worst of the spell, dolohov raised his wand again, accio proph — sirius hurtled out of nowhere, rammed dolohov with his shoulder, and sent him flying out",accio,1,821902,821902
5: OotP,"sprawled on his back on the table, with his head lying inside the jar full of glittering wind, accio wand! cried hermione, Harry’s wand flew from a dark cor­ner into her hand and she threw it",accio,1,817342,817342
5: OotP,"squeaked professor flitwick, that means you too, stebbins! please remain seated while i collect your parch­ment! accio! more than a hundred rolls of parchment zoomed into the air and into professor flitwick’s outstretched arms,",accio,1,765800,765800
5: OotP,"terror behind the anger now, you’ve got it, potter, and you will give it to me — accio prophecy! accio prophecy! Harry laughed again because he knew it would incense her, the pain building",accio,1,824994,824994
5: OotP,", ron said quietly, the healer pointed her wand at the door of the janus thickey ward and muttered alohomora, the door swung open and she led the way inside, keeping a firm grasp on gilderoy’s arm",alohomora,1,719826,719826
5: OotP,"gave me a knife that’ll open any lock, said Harry, so even if she’s bewitched the door so alohomora won’t work, which i bet she has — what do you think about this? hermione demanded of",alohomora,1,771216,771216
5: OotP,"large and heavy collide with the door hermione had charmed shut, stand aside! said a rough voice, alohomora! as the door flew open, Harry, hermione, and neville dived under desks, they could",alohomora,1,816817,816817
5: OotP,"she pointed her wand at the place where a lock would have been on an ordinary door and said, alohomora! nothing happened, sirius’s knife! said Harry, and he pulled it out from inside his robes",alohomora,1,812350,812350
5: OotP,"he was powerful before? yes, like what kind of weapon? said Harry, something worse than the avadakedavra —? that’s enough, mrs. weasley spoke from the shadows beside the door, Harry had not noticed",avadakedavra,1,577923,577923
5: OotP,"is? said Harry, could be anything, said fred, but there can’t be anything worse than the avadakedavra curse, can there? said ron, what’s worse than death? maybe it’s something that can kill",avadakedavra,1,578820,578820
5: OotP,"to you, potter, he said quietly, you have irked me too often, for too long, avadakedavra! Harry had not even opened his mouth to resist, his mind was blank, his wand pointing",avadakedavra,1,825375,825375
5: OotP,"crashed into a table and rolled over the top of it in his haste to reach the next door, colloportus! there were footsteps running along behind the doors; every now and then another heavy body would launch",colloportus,1,819752,819752
5: OotP,"in his hand, waited for the others to hurtle over the threshold before slamming the door behind them — colloportus! gasped hermione and the door sealed itself with an odd squelching noise, where — where are the",colloportus,1,816495,816495
5: OotP,"in with hermione, they were all over the threshold just in time to slam the door against bellatrix, colloportus! shouted Harry, and he heard three bodies slam into the door on the other side, it",colloportus,1,819623,819623
5: OotP,"clutching a wand rise on the end of his own arm … heard the high, cold voice say, crucio! the man on the floor let out a scream of pain, attempted to stand but fell back",crucio,1,796012,796012
5: OotP,"give you a lesson — Harry had been edging around the fountain on the other side, she screamed, crucio! and he was forced to duck down again as the cen­taur’s arm, holding its bow, spun",crucio,1,824564,824564
5: OotP,"his captor, her wand raised, don’d gib id do dem, Harry! bellatrix raised her wand, crucio! neville screamed, his legs drawn up to his chest so that the death eater holding him was",crucio,1,821112,821112
5: OotP,"in Harry such as he had never known before, he flung himself out from behind the fountain and bellowed crucio! bellatrix screamed, the spell had knocked her off her feet, but she did not writhe and",crucio,1,824403,824403
5: OotP,". he tugged and tore at them as the brain was pulled tight against him like an octopus’s body, diffindo! yelled Harry, trying to sever the feelers wrapping them­selves tightly around ron before his eyes, but",diffindo,1,820216,820216
5: OotP,"beneath its robes, sucking on the night as it came, stumbling backward, Harry raised his wand, expectopatronum! a silvery wisp of vapor shot from the tip of the wand and the de­mentor slowed, but",expectopatronum,1,551180,551180
5: OotP,"bonus point …? Harry raised his wand, looked directly at umbridge, and imagined her being sacked, expectopatronum! the silver stag erupted from the end of his wand and cantered the length of the hall,",expectopatronum,1,791303,791303
5: OotP,"scabbed hands slid from inside the dementor’s robes, reaching for him, a rushing noise filled Harry’s ears, expectopatronum! his voice sounded dim and distant, … another wisp of silver smoke, feebler than the last",expectopatronum,1,551256,551256
5: OotP,see ron and hermione again — and their faces burst clearly into his mind as he fought for breath — expectopatronum! an enormous silver stag erupted from the tip of Harry’s wand; its antlers caught the dementor in,expectopatronum,1,551419,551419
5: OotP,"but merely causing them to jump backward a few paces or wince as the feeble spell whooshed over them, expelliarmus! said neville, and Harry, caught unawares, felt his wand fly out of his hand,",expelliarmus,1,678598,678598
5: OotP,"count of three, then — one, two, three — the room was suddenly full of shouts of expelliarmus! : wands flew in all directions, missed spells hit books on shelves and sent them flying into",expelliarmus,1,678470,678470
5: OotP,"he plunged his hand inside his robes, and his wand was halfway into the air when james shouted, expelliarmus! snape’s wand flew twelve feet into the air and fell with a little thud in the grass behind",expelliarmus,1,767049,767049
5: OotP,"overturned his desk in his anxiety to help; pointing his wand wildly at the struggling pair he cried, expelliarmus! both Harry’s and the death eater’s wands flew out of their hands and soared back toward the entrance",expelliarmus,1,817008,817008
5: OotP,"risk being caught and punished by filch for being out-of-bounds, he blew his whistle; everybody stopped shouting, expelliarmus! and the last couple of wands clat­tered to the floor, well, that was pretty good,",expelliarmus,1,679492,679492
5: OotP,"useful — oh please, said zacharias smith, rolling his eyes and folding his arms, i don’t think expelliarmus is exactly going to help us against you-know-who, do you? i’ve used it against him, said",expelliarmus,1,678300,678300
5: OotP,"wait! said hermione sharply, as luna made to close the door of the brain room behind them, flagrate! she drew with her wand in midair and a fiery x appeared on the door, no sooner",flagrate,1,811234,811234
5: OotP,"again and the two death eaters had come hurtling inside, with a cry of triumph, both yelled, impedimenta! Harry, hermione, and neville were all knocked backward off their feet, neville was thrown over",impedimenta,1,817840,817840
5: OotP,"all divided up obediently; Harry partnered neville as usual, the room was soon full of intermittent cries of impedimenta! people froze for a minute or so, during which their partners would stare aimlessly around the room",impedimenta,1,699620,699620
5: OotP,"and fell with a little thud in the grass behind him, sirius let out a bark of laughter, impedimenta! he said, pointing his wand at snape, who was knocked off his feet, halfway through",impedimenta,1,767079,767079
5: OotP,"bellowing of the crowd around him, but he did not care, not until somebody in the vicinity yelled impedimenta! and only when he was knocked over backward by the force of the spell did he abandon the",impedimenta,1,685438,685438
5: OotP,"pointed the wand instead at neville, but Harry jabbed his own wand back over his shoulder and yelled, impedimenta! malfoy was blasted off his back, as Harry scrambled up again he looked around and saw malfoy",impedimenta,1,822340,822340
5: OotP,"? hermione did it, said Harry, he pulled out his wand, tapped his glasses and said, impervius! i think we all ought to try that, said angelina, if we could just keep the",impervius,1,673533,673533
5: OotP,"could just keep the rain off our faces it would really help visibility — all to­gether, come on — impervius! okay, let’s go, they all stowed their wands back in the inside pockets of their robes",impervius,1,673569,673569
5: OotP,"squelched through the deepening mud to the middle of the pitch; visibility was still very poor even with the impervius charm; light was fading fast and curtains of rain were sweeping the grounds, all right, on",impervius,1,673624,673624
5: OotP,"quiet! shouted hermione, but it was too late — umbridge pointed her wand at magorian and screamed, incarcerous! ropes flew out of midair like thick snakes, wrapping themselves tightly around the centaur’s torso and trapping",incarcerous,1,805028,805028
5: OotP,". … you will find that similar powers are needed for this, … brace yourself, now, … legilimens! snape had struck before Harry was ready, before Harry had even begun to summon any force of",legilimens,1,728033,728033
5: OotP,"are ready, we will start again, … he raised his wand, one — two — three — legilimens! a hundred dementors were swooping toward Harry across the lake in the grounds, … he screwed up",legilimens,1,748049,748049
5: OotP,"did not have time to gather himself together and attempt to clear his mind, for snape had already cried legilimens! he was hurtling along the corridor toward the department of mys­teries, past the blank stone walls,",legilimens,1,748553,748553
5: OotP,"he croaked, he did not wish to tell me, said dumbledore, but i am a suffi­ciently accomplished legilimens myself to know when i am being lied to and i — persuaded him — to tell me the",legilimens,1,832050,832050
5: OotP,"or feel, … let’s go again … on the count of three … one — two — three — legilimens! a great black dragon was rearing in front of him, … his father and mother were waving",legilimens,1,728623,728623
5: OotP,"snape, control your anger, discipline your mind! we shall try again! get ready, now! legilimens! he was watching uncle vernon hammering the letter box shut, … a hundred dementors were drifting across",legilimens,1,728944,728944
5: OotP,", like, good! said hermione, as Harry set her back on her feet, they both murmured lumos! and their wand tips ignited, hagrid’s face swam through the gloom by the light of the two",lumos,1,781864,781864
5: OotP,"Harry muttered franti­cally, his hands flying over the ground like spiders, where’s — wand — come on — lumos! he said the spell automatically, desperate for light to help him in his search — and to",lumos,1,551082,551082
5: OotP,"we all standing in the dark? said a third voice, this one completely unfamiliar, a woman’s, lumos, a wand tip flared, illuminating the hall with magical light, Harry blinked, the people below",lumos,1,560877,560877
5: OotP,"disentangling himself from his robes, he got quickly to his feet, wand up, but sirius said, petrificustotalus! and snape keeled over again at once, rigid as a board, leave him alone! lily",petrificustotalus,1,767814,767814
5: OotP,"his head bawling, his great fists still flailing uncontrollably at everything around him, Harry seized his chance : petrificustotalus! the spell hit dolohov before he could block it, and he toppled for­ward across his comrade,",petrificustotalus,1,818412,818412
5: OotP,"the hole in his mask, but no sound came out; he was thrust aside by his fellow, petrificustotalus! shouted Harry, as the second death eater raised his wand, his arms and legs snapped together",petrificustotalus,1,817971,817971
5: OotP,"to make the same slashing movement he had used on Harry and hermione, springing up, Harry yelled, petrificustotalus! once again, dolohov’s arms and legs snapped to­gether and he keeled over backward, landing with a",petrificustotalus,1,821991,821991
5: OotP,"as she peered around the fountain for him, she reacted so fast he barely had time to duck, protego! the jet of red light, his own stunning spell, bounced back at him, Harry scrambled",protego,1,824741,824741
5: OotP,"he made the same slashing movement with his wand that he had used on hermione just as Harry yelled, protego! Harry felt something streak across his face like a blunt knife but the force of it knocked him",protego,1,821854,821854
5: OotP,"mouth when the female death eater shrieked, accio proph — Harry was just ready for her, he shouted protego! before she had finished her spell, and though the glass sphere slipped to the tips of his",protego,1,814747,814747
5: OotP,"somehow, snape was growing clearer, and the dementors were grow­ing fainter … Harry raised his own wand, protego! snape staggered; his wand flew upward, away from Harry — and suddenly Harry’s mind was teeming",protego,1,748137,748137
5: OotP,"the dark lord knows you are not unintell — now! yelled Harry, five different voices behind him bellowed reducto! five curses flew in five different directions and the shelves opposite them exploded as they hit, the",reducto,1,816173,816173
5: OotP,"great difficulty, trembled for a few seconds, then folded, causing the cup to crack into two, reparo! said hermione quickly, mending ron’s cup with a wave of her wand, that’s all very well",reparo,1,778430,778430
5: OotP,"had broken when he fell against it; the pickled slimy thing within was swirling in its draining potion, reparo! hissed snape, and the jar sealed itself once more, well, potter … that was certainly",reparo,1,748302,748302
5: OotP,"i’ll just clear this up, he indicated the smashed bowl on the floor, ron nodded and left, reparo, Harry muttered, pointing his wand at the broken pieces of china, they flew back together,",reparo,1,656885,656885
5: OotP,", a trickle of blood running down his face, no! mrs. weasley moaned, no … riddikulus! riddikulus! riddikulus! crack, dead twins, crack, dead percy, crack, dead Harry … mrs.",riddikulus,1,604877,604877
5: OotP,"glasses askew, a trickle of blood running down his face, no! mrs. weasley moaned, no … riddikulus! riddikulus! riddikulus! crack, dead twins, crack, dead percy, crack, dead Harry",riddikulus,1,604875,604875
5: OotP,"seemed to understand in an instant, pulling out his own wand he said, very firmly and clearly, riddikulus! Harry’s body vanished, a silvery orb hung in the air over the spot where it had lain",riddikulus,1,604980,604980
5: OotP,"trickle of blood running down his face, no! mrs. weasley moaned, no … riddikulus! riddikulus! riddikulus! crack, dead twins, crack, dead percy, crack, dead Harry … mrs. weasley,",riddikulus,1,604879,604879
5: OotP,". silencio! the large and ugly raven in front of him let out a derisive caw, silencio! silencio! the raven cawed more loudly, it’s the way you’re moving your wand, said hermione, watching",silencio,1,672235,672235
5: OotP,"bewildered to react, we’ve got him! yelled the death eater nearest Harry, in an office off — silencio! cried hermione, and the man’s voice was extinguished, he continued to mouth through the hole in",silencio,1,817934,817934
5: OotP,"fine, let’s swap, said hermione, seizing ron’s raven and replacing it with her own fat bullfrog, silencio! the raven continued to open and close its sharp beak, but no sound came out, very",silencio,1,672301,672301
5: OotP,"got him, silencio! the large and ugly raven in front of him let out a derisive caw, silencio! silencio! the raven cawed more loudly, it’s the way you’re moving your wand, said hermione",silencio,1,672233,672233
5: OotP,"mr. weasley! wha —? oh — oh, right, said ron, very flustered, er — silencio! he jabbed at the bullfrog so hard that he poked it in the eye; the frog gave",silencio,1,672370,672370
5: OotP,"reckon he’ll risk it again, said ron, he’s not stupid, he knows she nearly got him, silencio! the large and ugly raven in front of him let out a derisive caw, silencio! silencio",silencio,1,672216,672216
5: OotP,"very close call last night, said hermione, i just wonder if umbridge knows how close it was, silencio! the bullfrog on which she was practicing her silencing charm was struck dumb mid-croak and glared at her",silencio,1,672081,672081
5: OotP,"waved his wand without really concentrating; his bullfrog swelled like a green balloon and emitted a high-pitched whistle, silencio! said hermione hastily, pointing her wand at Harry’s frog, which deflated silently before them, well",silencio,1,672145,672145
5: OotP,", clearly determined to repair the damage, Harry flung himself sideways as neville took aim again and shouted, stupefy! the jet of red light flew right over the death eater’s shoulder and hit a glass-fronted cabinet on",stupefy,1,817100,817100
5: OotP,"and i know spells of such power that you, pathetic little boy, can never hope to compete — stupefy! yelled Harry, he had edged right around to where the goblin stood beaming up at the now",stupefy,1,824693,824693
5: OotP,"hurry, filch, hurry! shrieked umbridge, they’ll be all over the school unless we do something — stupefy! a jet of red light shot out of the end of her wand and hit one of the",stupefy,1,762170,762170
5: OotP,"man relinquished Harry at once with a howl of pain and Harry whirled around to face him and gasped, stupefy! the death eater keeled over backward and his mask slipped off, it was macnair, buckbeak’s would-be",stupefy,1,821665,821665
5: OotP,"merely ducked his head and sprinted onward; a hand caught him by the shoulder; he heard her­mione shout stupefy! and the hand released him at once, they were at the end of row ninety-seven; Harry",stupefy,1,816397,816397
5: OotP,"saw the knees of the death eaters bend, poking his wand out from under the desk he shouted, stupefy! a jet of red light hit the nearest death eater; he fell backward into a grandfather clock",stupefy,1,816897,816897
5: OotP,"so that he could not see, he ripped it off with his free hand and shouted, stup — stupefy! screamed hermione, who had just caught up with them, the jet of red light hit the",stupefy,1,817216,817216
5: OotP,"at­tacker was now bearing down upon Harry and neville : dolohov, his long pale face twisted with glee, tarantallegra! he shouted, his wand pointing at neville, whose legs went immediately into a kind of frenzied",tarantallegra,1,821795,821795
5: OotP,"the brains slipped and slid over him and began spinning their long, col­ored tentacles, but he shouted, wingardiumleviosa! and they flew into the air away from him, slipping and sliding he ran on toward the",wingardiumleviosa,1,823933,823933
6: HBP,"… okay … Harry had not expected this, but cleared his throat and said loudly, wand aloft, accio horcrux! with a noise like an explosion, something very large and pale erupted out of the dark",accio,1,1017494,1017494
6: HBP,"i run and fetch —? no, Harry can do it, Harry raised his wand at once, accio rosmerta’s brooms! a second later they heard a loud bang as the front door of the pub burst",accio,1,1023756,1023756
6: HBP,"so he tried to summon his wand, which had fallen out of his hand, by saying the words accio wand! over and over again in his head, but nothing happened, he thought he could hear",accio,1,892540,892540
6: HBP,"— but it was empty, dumbledore groaned and began to pant, but i had some — wait — aguamenti! said Harry again, pointing his wand at the goblet, once more, for a second,",aguamenti,1,1021612,1021612
6: HBP,"; he had rolled onto his side and was drawing great, rattling breaths that sounded agoniz­ing, aguamenti — aguamenti — aguamenti! the goblet filled and emptied once more, and now dumble­dore’s breathing was fading, his",aguamenti,1,1021692,1021692
6: HBP,"at breakfast, we’ve got quidditch tryouts this morning! said ron, and we’re supposed to be practicing that aguamenti charm from flitwick! anyway, explain what? how are we going to tell him we hated his",aguamenti,1,911575,911575
6: HBP,"flew out of the umbrella tip, Harry raised his wand arm, which felt like lead, and murmured aguamenti too : to­gether, he and hagrid poured water on the house until the last flame was extinguished,",aguamenti,1,1031256,1031256
6: HBP,"had rolled onto his side and was drawing great, rattling breaths that sounded agoniz­ing, aguamenti — aguamenti — aguamenti! the goblet filled and emptied once more, and now dumble­dore’s breathing was fading, his brain whirling",aguamenti,1,1021694,1021694
6: HBP,"hear him; he had rolled onto his side and was drawing great, rattling breaths that sounded agoniz­ing, aguamenti — aguamenti — aguamenti! the goblet filled and emptied once more, and now dumble­dore’s breathing was fading",aguamenti,1,1021690,1021690
6: HBP,"the goblet he had dropped in the basin; he barely registered the golden locket lying curled beneath it, aguamenti! he shouted, jabbing the goblet with his wand, the goblet filled with clear water; Harry",aguamenti,1,1021554,1021554
6: HBP,"was summat like that, mumbled hagrid, and he raised a smoldering pink, flowery umbrella and said, aguamenti! a jet of water flew out of the umbrella tip, Harry raised his wand arm, which",aguamenti,1,1031230,1031230
6: HBP,". but when he put out a hand to push open the gates, he found them chained shut, alohomora! he said confidently, pointing his wand at the pad­lock, but nothing happened, that won’t work",alohomora,1,893571,893571
6: HBP,"; in his haste to answer slughorn he swallowed too fast, turned purple, and began to choke, anapneo, said slughorn calmly, pointing his wand at belby, whose airway seemed to clear at once,",anapneo,1,889088,889088
6: HBP,"far as i am aware, they do not know to this day how the riddles died, for the avadakedavra curse does not usually leave any sign of damage, … the exception sits before me, dumbledore added",avadakedavra,1,957110,957110
6: HBP,"lines of his face, severus … please … snape raised his wand and pointed it directly at dumbledore, avadakedavra! a jet of green light shot from the end of snape’s wand and hit dumbledore squarely in the",avadakedavra,1,1028262,1028262
6: HBP,"luna’s mouth trembled, — more death eaters arrived — and then snape — and snape did it, the avadakedavra, Harry couldn’t go on, madam pomfrey burst into tears, nobody paid her any atten­tion except ginny",avadakedavra,1,1033530,1033530
6: HBP,"hex after hex at her while she dodged them : amycus was giggling, enjoying the sport : crucio — crucio — you can’t dance forever, pretty — impedimenta! yelled Harry, his jinx hit amycus in the",crucio,1,1028875,1028875
6: HBP,"was throwing hex after hex at her while she dodged them : amycus was giggling, enjoying the sport : crucio — crucio — you can’t dance forever, pretty — impedimenta! yelled Harry, his jinx hit amycus",crucio,1,1028873,1028873
6: HBP,"the old copy of advanced potion-making out of his bag and tapped the cover with his wand, muttering, diffindo! the cover fell off, he did the same thing with the brand-new book ( hermione looked scandalized",diffindo,1,912230,912230
6: HBP,"healing spells, but it seemed rude to say this, so he stayed stock-still and closed his eyes, episkey, said tonks, Harry’s nose felt very hot, and then very cold, he raised a hand",episkey,1,893059,893059
6: HBP,"that, said Harry, landing beside the two girls, pointing his wand at demelza’s mouth, and saying episkey, and ginny, don’t call ron a prat, you’re not the captain of this team — well",episkey,1,932166,932166
6: HBP,"drawing his wand as he did so, the door burst open and somebody erupted through it and shouted, expelliarmus! Harry’s body became instantly rigid and immobile, and he felt himself fall back against the tower wall",expelliarmus,1,1024441,1024441
6: HBP,"like an unsteady statue, unable to move or speak, he could not understand how it had happened — expelliarmus was not a freezing charm — then, by the light of the mark, he saw dumbledore’s wand",expelliarmus,1,1024483,1024483
6: HBP,": amycus was giggling, enjoying the sport : crucio — crucio — you can’t dance forever, pretty — impedimenta! yelled Harry, his jinx hit amycus in the chest : he gave a piglike squeal of pain",impedimenta,1,1028884,1028884
6: HBP,"his wand through the air; six or seven of them crumpled, but more were coming toward him, impedimenta! incarcerous! a few of them stumbled, one or two of them bound in ropes, but",impedimenta,1,1022018,1022018
6: HBP,"ready, that the brother and sister he had overtaken using his shortcut were closing in behind him, … impedimenta! he yelled as he rolled over again, crouching close to the dark ground, and miraculously his",impedimenta,1,1029869,1029869
6: HBP,"through the air; six or seven of them crumpled, but more were coming toward him, impedimenta! incarcerous! a few of them stumbled, one or two of them bound in ropes, but those climbing",incarcerous,1,1022020,1022020
6: HBP,"be having a word with them about who they let buy their products, we tried everything, lumos, incendio, said ginny, nothing would penetrate the darkness; all we could do was grope our way out",incendio,1,1034651,1034651
6: HBP,"his nosey, draw his cork and pull his earsies — Harry aimed his wand at peeves and said, langlock! peeves clutched at his throat, gulped, then swooped from the room mak­ing obscene gestures but unable",langlock,1,973632,973632
6: HBP,"or that i have somehow hoodwinked him? fooled the dark lord, the greatest wizard, the most accom­plished legilimens the world has ever seen? bellatrix said nothing, but looked, for the first time, a",legilimens,1,854378,854378
6: HBP,"his old potions book, he wrote spells all over it, spells he invented, one of them was levicorpus — oh, that one had a great vogue during my time at hogwarts, said lupin reminiscently,",levicorpus,1,947868,947868
6: HBP,"missed Harry by inches, shatter­ing the lamp on the wall beside him; Harry threw himself sideways, thought levicorpus! and flicked his wand, but malfoy blocked the jinx and raised his wand for another — no",levicorpus,1,1005495,1005495
6: HBP,"snape so far, pointing his wand at nothing in particular, he gave it an upward flick and said levicorpus! inside his head, aaaaaaaargh! there was a flash of light and the room was full of",levicorpus,1,917813,917813
6: HBP,"were many crossings-out and alterations, but finally, crammed into a corner of the page, the scribble : levicorpus ( nvbl ) while the wind and sleet pounded relentlessly on the windows, and neville snored loudly,",levicorpus,1,917705,917705
6: HBP,"located it and deciphered one cramped word underneath the spell : praying that this was the counter-jinx, Harry thought liberacorpus! with all his might, there was another flash of light, and ron fell in a heap",liberacorpus,1,917955,917955
6: HBP,"at his heels, then pushed the front door very slowly, his wand raised and at the ready, lumos, dumbledore’s wand tip ignited, casting its light up a narrow hallway, to the left, another",lumos,1,865118,865118
6: HBP,"going to be having a word with them about who they let buy their products, we tried everything, lumos, incendio, said ginny, nothing would penetrate the darkness; all we could do was grope our",lumos,1,1034649,1034649
6: HBP,"the lower rocks were slippery with seawater, Harry could feel flecks of cold salt spray hitting his face, lumos, said dumbledore, as he reached the boulder closest to the cliff face, a thousand flecks of",lumos,1,1015881,1015881
6: HBP,", Harry told ron and hermione everything that had happened during next morning’s charms lesson ( having first cast the muffliato spell upon those nearest them ), they were both satisfyingly impressed by the way he had wheedled the",muffliato,1,1002615,1002615
6: HBP,", to general applause, on an un­suspecting argus filch ); and, perhaps most useful of all, muffliato, a spell that filled the ears of anyone nearby with an unidentifiable buzzing, so that lengthy conversations",muffliato,1,917584,917584
6: HBP,", we’re starting now! said ron, adding quietly, when she had turned away again, should’ve used muffliato, Harry, no, we shouldn’t! said hermione at once, looking, as she al­ways did",muffliato,1,930379,930379
6: HBP,". what’s going —? Harry pointed his wand hastily at the door of madam pomfrey’s office and muttered, muffliato! so that she would not come run­ning, then he scrambled to the end of his bed for",muffliato,1,973315,973315
6: HBP,"death, yeah, i did, said Harry, glancing toward madam pomfrey’s of­fice door to check that the muffliato spell was still working; there was no sign that she had heard any of the commotion, i’ve",muffliato,1,973861,973861
6: HBP,"hermione, who maintained a rigidly disap­proving expression throughout and refused to talk at all if Harry had used the muffliato spell on anyone in the vicinity, sitting up in bed, Harry turned the book sideways so as",muffliato,1,917644,917644
6: HBP,"erectly toward the door, Harry glanced at ron, who was looking relieved that nothing worse had happened, oppugno! came a shriek from the doorway, Harry spun around to see hermione pointing her wand at ron",oppugno,1,937431,937431
6: HBP,", sightless eyes were moving toward the rock : an army of the dead rising from the black water, petrificustotalus! yelled Harry, struggling to cling to the smooth, soaked surface of the island as he pointed",petrificustotalus,1,1021902,1021902
6: HBP,", the stench of sweat and blood filling his nose and mouth, hot greedy breath at his throat — petrificustotalus! Harry felt fenrir collapse against him; with a stupendous effort he pushed the werewolf off and onto",petrificustotalus,1,1028745,1028745
6: HBP,"aside as the bru­tal-faced death eater, last to leave the tower top, was disappearing through the door, petrificustotalus! the death eater buckled as though hit in the back with some­thing solid and fell to the ground",petrificustotalus,1,1028476,1028476
6: HBP,"hide from pansy? was he about to see the mysterious broken object it was so important to mend? petrificustotalus! without warning, malfoy pointed his wand at Harry, who was instantly paralyzed, as though in",petrificustotalus,1,892023,892023
6: HBP,"its slippery surface, their blank, frosted eyes upon him, trailing waterlogged rags, sunken faces leering, petrificustotalus! Harry bellowed again, backing away as he swiped his wand through the air; six or seven",petrificustotalus,1,1021987,1021987
6: HBP,"wand on Harry so fast that Harry reacted instinc­tively; all thought of nonverbal spells forgotten, he yelled, protego! his shield charm was so strong snape was knocked off-balance and hit a desk, the whole class",protego,1,899989,899989
6: HBP,"that moment there were renewed sounds of scuffling from below and a voice shouted, they’ve blocked the stairs — reducto! reducto! Harry’s heart leapt : so these four had not eliminated all opposi­tion, but merely broken",reducto,1,1027898,1027898
6: HBP,"there were renewed sounds of scuffling from below and a voice shouted, they’ve blocked the stairs — reducto! reducto! Harry’s heart leapt : so these four had not eliminated all opposi­tion, but merely broken through the",reducto,1,1027900,1027900
6: HBP,". both Harry and ogden yelled no! at the same time; ogden raised his wand and cried, relashio! gaunt was thrown backward, away from his daughter; he tripped over a chair and fell flat",relashio,1,909457,909457
6: HBP,"cried, his wand pointing at dumbledore’s chest; there was a flash of red light but nothing happened, rennervate — sir — please — dumbledore’s eyelids flickered; Harry’s heart leapt, sir, are you —?",rennervate,1,1021495,1021495
6: HBP,"dumbledore, no, you’re not dead, you said it wasn’t poison, wake up, wake up — rennervate! he cried, his wand pointing at dumbledore’s chest; there was a flash of red light but",rennervate,1,1021472,1021472
6: HBP,", but before she had time to raise her wand, ogden had lifted his own and said firmly, reparo, the pot mended itself instantly, gaunt looked for a moment as though he was going to shout",reparo,1,907843,907843
6: HBP,", hurrying forward to help her, here … she tapped the broken scales with her wand and said, reparo, the girl did not say thank you, but remained rooted to the spot as they passed and",reparo,1,974471,974471
6: HBP,", in a very quiet voice, Harry missed the pod, hit the bowl, and shattered it, reparo, he said hastily, poking the pieces with his wand, and the bowl sprang back together again",reparo,1,931108,931108
6: HBP,"brand-new book ( hermione looked scandalized ), he then swapped the covers, tapped each, and said, reparo! there sat the prince’s copy, disguised as a new book, and there sat the fresh copy",reparo,1,912264,912264
6: HBP,", of course i’m glad Harry wasn’t cursed! said hermione, clearly stung, but you can’t call that sectumsempra spell good, ginny, look where it’s landed him! and i’d have thought, seeing what this",sectumsempra,1,1008185,1008185
6: HBP,"madam pomfrey was dabbing at his wounds with some harsh-smelling green ointment, Harry re­membered how snape had mended malfoy’s sectumsempra wounds so easily with his wand, can’t you fix them with a charm or something? he asked",sectumsempra,1,1033119,1033119
6: HBP,"or on the fallen bodies, still slashing at the air with his wand, Harry yelled, sectumsempra! sectumsempra! but though gashes appeared in their sodden rags and their icy skin, they had no blood to",sectumsempra,1,1022068,1022068
6: HBP,"pride, and so did my parents — that there was all the difference in the world, chapter 24 sectumsempra exhausted but delighted with his night’s work, Harry told ron and hermione everything that had happened during next",sectumsempra,1,1002587,1002587
6: HBP,"screamed loudly; water poured everywhere and Harry slipped as malfoy, his face contorted, cried, cruci — sectumsempra! bellowed Harry from the floor, waving his wand wildly, blood spurted from malfoy’s face and chest",sectumsempra,1,1005592,1005592
6: HBP,"stepped over or on the fallen bodies, still slashing at the air with his wand, Harry yelled, sectumsempra! sectumsempra! but though gashes appeared in their sodden rags and their icy skin, they had no",sectumsempra,1,1022066,1022066
6: HBP,"Harry indignantly, as she pulled his copy of advanced potion-making out of his bag and raised her wand, specialisrevelio! she said, rapping it smartly on the front cover, nothing whatsoever happened, the book simply",specialisrevelio,1,903985,903985
6: HBP,"incantations that she did not need to say the words aloud, ernie macmillan, however, was muttering, specialisrevelio! over his cauldron, which sounded impressive, so Harry and ron hastened to imitate him, it",specialisrevelio,1,960238,960238
6: HBP,"to disapparate — Harry tore past hagrid and his opponent, took aim at snape’s back, and yelled, stupefy! he missed; the jet of red light soared past snape’s head; snape shouted, run,",stupefy,1,1030012,1030012
